day;month;year;Univalle;Lomitas;Bengala;Gja_exp_hoeschst;Union;Apto_Farfan;Aeropuerto;Amaime;Arroyohondo;Bocas_del_Palo;Buga;Bugalagrande;Candelaria;Cartago;Cenicana;Corinto;Distrito_RUT;El_Naranjo;El_Tiple;Ginebra;Guacari;Guachinte;Jamundi;La_Paila;La_Virginia;Melendez;Miranda;Ortigal;Palmira_la_Rita;Palmira_San_Jose;Pradera;PTAR_Cali;Riofrio;Rozo;San_Marcos;Santander_de_Quilichao;Tulua;Viterbo;Yotoco;Zarzal
23;4;1995;NA;NA;NA;NA;NA;NA;NA;0,2;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
24;4;1995;NA;NA;NA;NA;NA;NA;NA;1,5;NA;NA;NA;NA;0,6;NA;0,6;NA;NA;3;NA;NA;0,9;NA;NA;0,6;0;1,6;0,9;NA;2;NA;NA;NA;NA;NA;37,3;NA;0,2;NA;NA;NA
25;4;1995;NA;NA;NA;NA;NA;NA;NA;0,8;NA;NA;NA;NA;0,4;NA;1;NA;NA;0,1;NA;NA;38,6;NA;NA;1;17,3;0;0,6;NA;0;NA;NA;NA;NA;NA;0;NA;1,2;NA;NA;NA
26;4;1995;NA;NA;NA;NA;NA;NA;NA;2,2;NA;NA;NA;NA;0,5;NA;0,7;NA;NA;0,2;NA;NA;0,1;NA;NA;0,7;1,4;2,5;0,1;NA;0;NA;NA;NA;NA;NA;0;NA;0,1;NA;NA;NA
27;4;1995;NA;NA;NA;NA;NA;NA;NA;6,5;NA;NA;NA;NA;8,7;NA;3,3;NA;NA;4,3;NA;NA;16,2;NA;NA;3,6;32,5;3,3;9,6;NA;3,8;NA;NA;NA;NA;NA;0,7;NA;1,1;NA;NA;NA
28;4;1995;NA;NA;NA;NA;NA;NA;NA;12,2;NA;NA;NA;NA;0,8;NA;2,6;NA;NA;5,5;NA;NA;14,7;NA;NA;4,1;2;3;7,2;NA;2,6;NA;NA;NA;NA;NA;0;NA;21,8;NA;NA;NA
29;4;1995;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA;NA;NA;0,2;NA;0,2;NA;NA;0;NA;NA;0;NA;NA;0,3;2,2;4,7;0,6;NA;0;NA;NA;NA;NA;NA;0;NA;3,3;NA;NA;NA
30;4;1995;NA;NA;NA;NA;NA;NA;NA;4,1;NA;NA;NA;NA;2,8;NA;0,8;NA;NA;0,3;NA;NA;0,8;NA;NA;15,9;0,3;1,2;1;NA;0,1;NA;NA;NA;NA;NA;0,5;NA;0,1;NA;NA;NA
1;5;1995;NA;NA;NA;NA;NA;NA;NA;3;NA;NA;NA;NA;10,4;NA;11,6;NA;NA;9,4;NA;NA;1,4;NA;NA;17,1;21,3;58,4;40,8;NA;3,5;NA;NA;NA;NA;NA;1,1;NA;23,1;NA;NA;NA
2;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0,1;9;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
3;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
4;5;1995;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;NA;NA;0;NA;0;NA;NA;2,9;NA;NA;10,4;NA;NA;0,4;3;0;0,2;NA;2,4;NA;NA;NA;NA;NA;3,7;NA;28;NA;NA;NA
5;5;1995;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;0,8;NA;3,2;NA;NA;1,7;NA;NA;15,7;NA;NA;0,8;26,8;0,9;6,8;NA;2,1;NA;NA;NA;NA;NA;0;NA;0,9;NA;NA;NA
6;5;1995;NA;NA;NA;NA;NA;NA;NA;1,6;NA;NA;NA;NA;21,1;NA;28;NA;NA;16,8;NA;NA;0,2;NA;NA;4,6;61,9;26;4,2;NA;3,4;NA;NA;NA;NA;NA;1,8;NA;11,3;NA;NA;NA
7;5;1995;NA;NA;NA;NA;NA;NA;NA;0,3;NA;NA;NA;NA;1;NA;1,3;NA;NA;1;NA;NA;1,9;NA;NA;14,3;3;30,8;1,1;NA;3,9;NA;NA;NA;NA;NA;7,5;NA;17,3;NA;NA;NA
8;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0,2;NA;NA;0;NA;NA;0,1;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0,1;NA;NA;NA
9;5;1995;NA;NA;NA;NA;NA;NA;NA;2,8;NA;NA;NA;NA;25,5;NA;39,3;NA;NA;1,6;NA;NA;0;NA;NA;8,7;37;17,3;18,1;NA;0,3;NA;NA;NA;NA;NA;3,2;NA;1,9;NA;NA;NA
10;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0,1;NA;0;NA;NA;0,1;NA;NA;0;NA;NA;0;0,1;0;0,1;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
11;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
12;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0,4;0;0;NA;2,1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
13;5;1995;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;NA;NA;1,6;NA;1,1;NA;NA;13,3;NA;NA;0;NA;NA;0;24,1;0;0,9;NA;1,7;NA;NA;NA;NA;NA;0,1;NA;0;NA;NA;NA
14;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;1,6;NA;NA;0;NA;NA;0,1;0,8;0;10,3;NA;0;NA;NA;NA;NA;NA;0;NA;0,1;NA;NA;NA
15;5;1995;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;NA;NA;0;NA;0;NA;NA;1,5;NA;NA;24,3;NA;NA;0;0;22,1;0,1;NA;0;NA;NA;NA;NA;NA;6,4;NA;0;NA;NA;NA
16;5;1995;NA;NA;NA;NA;NA;NA;NA;8,6;NA;NA;NA;NA;14,8;NA;7,1;NA;NA;27,3;NA;NA;10,5;NA;NA;4,3;8,7;10,2;34,8;NA;11,5;NA;NA;NA;NA;NA;4,6;NA;6,5;NA;NA;NA
17;5;1995;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;NA;NA;0;NA;0,1;NA;NA;0;NA;NA;0;NA;NA;0,2;1,3;0;5,6;NA;0,1;NA;NA;NA;NA;NA;0,1;NA;0,1;NA;NA;NA
18;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;13,7;NA;43;NA;NA;0,3;NA;NA;2;NA;NA;1,6;0;6,3;1,8;NA;1,4;NA;NA;NA;NA;NA;2,8;NA;0,9;NA;NA;NA
19;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;2,1;NA;1;NA;NA;0,5;NA;NA;0,3;NA;NA;0;1,4;0,2;6,3;NA;0,1;NA;NA;NA;NA;NA;0,6;NA;0;NA;NA;NA
20;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;4,7;NA;NA;0,6;NA;NA;0;0;0;0,5;NA;0;NA;NA;NA;NA;NA;0;NA;6;NA;NA;NA
21;5;1995;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;7;NA;0,1;NA;NA;4,4;NA;NA;16,1;NA;NA;0,4;0;17,2;1,4;NA;2,6;NA;NA;NA;NA;NA;7,2;NA;0;NA;NA;NA
22;5;1995;NA;NA;NA;NA;NA;NA;NA;0,6;NA;NA;NA;NA;1,2;NA;0,3;NA;NA;0,9;NA;NA;0,8;NA;NA;1,7;0;0,3;0,2;NA;0,1;NA;NA;NA;NA;NA;0;NA;32,6;NA;NA;NA
23;5;1995;NA;NA;NA;NA;NA;NA;NA;21,1;NA;NA;NA;NA;15,9;NA;0,4;NA;NA;0;NA;NA;0;NA;NA;1;2,1;3,1;0;NA;5,5;NA;NA;NA;NA;NA;0;NA;11,1;NA;NA;NA
24;5;1995;NA;NA;NA;NA;NA;NA;NA;16,2;NA;NA;NA;NA;24,4;NA;13,5;NA;NA;8,3;NA;NA;3,2;NA;NA;7,1;28,8;11,7;0;NA;18,7;NA;NA;NA;NA;NA;11;NA;24,1;NA;NA;NA
25;5;1995;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;NA;NA;0,2;NA;0,1;NA;NA;0;NA;NA;0;NA;NA;0,2;0,3;0,9;1,3;NA;0,2;NA;NA;NA;NA;NA;0,2;NA;0,6;NA;NA;NA
26;5;1995;NA;NA;NA;NA;NA;NA;NA;0,2;NA;NA;NA;NA;0;NA;0,7;NA;NA;2,4;NA;NA;0,4;NA;NA;0;0,4;1,5;0,6;NA;0,2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
27;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0,1;NA;NA;0,5;NA;NA;5,6;36,2;0;0,3;NA;0;NA;NA;NA;NA;NA;0,6;NA;0;NA;NA;NA
28;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;1,8;NA;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
29;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;13;NA;NA;0,1;NA;NA;12,7;24,7;1,2;0;NA;1,1;NA;NA;NA;NA;NA;0,1;NA;6,5;NA;NA;NA
30;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0,1;NA;NA;0;NA;NA;0,1;1,4;0;0;NA;0,1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
31;5;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;4,7;NA;NA;2,4;13,9;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
1;6;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;3;NA;3,1;NA;NA;0;NA;NA;0;NA;NA;12,8;0;0,8;0;NA;8;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
2;6;1995;NA;NA;NA;NA;NA;NA;NA;12,3;NA;NA;NA;NA;0;NA;0,1;NA;NA;1;NA;NA;0,5;NA;NA;0,1;4,6;0,2;0,1;NA;1,3;NA;NA;NA;NA;NA;0;NA;1,9;NA;NA;NA
3;6;1995;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;NA;NA;3,8;NA;2,1;NA;NA;9,6;NA;NA;0;NA;NA;3,5;0,1;0;0,3;NA;0,2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
4;6;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;0;0;NA;0,2;NA;NA;NA;NA;NA;0;NA;3,9;NA;NA;NA
5;6;1995;NA;NA;NA;NA;NA;NA;NA;4,9;NA;NA;NA;NA;4,6;NA;11,6;NA;NA;3,8;NA;NA;7,8;NA;NA;4,2;29,2;26,7;8,4;NA;5,6;NA;NA;NA;NA;NA;7,1;NA;7,7;NA;NA;NA
6;6;1995;NA;NA;NA;NA;NA;NA;NA;0,2;NA;NA;NA;NA;0,5;NA;0,2;NA;NA;25,6;NA;NA;0,1;NA;NA;0,4;0,3;2;5,6;NA;0,3;NA;NA;NA;NA;NA;0,1;NA;0,8;NA;NA;NA
7;6;1995;NA;NA;NA;NA;NA;NA;NA;8,9;NA;NA;NA;NA;20;NA;39,9;NA;NA;22;NA;NA;8,7;NA;NA;17,6;30,3;11,4;38,6;NA;18,1;NA;NA;NA;NA;NA;6,2;NA;6,1;NA;NA;NA
8;6;1995;NA;NA;NA;NA;NA;NA;NA;5,5;NA;NA;NA;NA;3,1;NA;7,3;NA;NA;6,5;NA;NA;0;NA;NA;26,1;0,1;1,7;15;NA;4,1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
9;6;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
10;6;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0,3;NA;11,7;NA;NA;0;NA;NA;0;NA;NA;0;0,8;0;0,2;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
11;6;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0,1;NA;0,1;NA;NA;0;NA;NA;0;NA;NA;0;0,1;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
12;6;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;2,5;0;NA;0;NA;NA;NA;NA;NA;0;NA;0,1;NA;NA;NA
13;6;1995;NA;NA;NA;NA;NA;NA;NA;5,4;NA;NA;NA;NA;0,2;NA;1;NA;NA;0,6;NA;NA;1;NA;NA;18,8;1,5;3,4;0;NA;0,8;NA;NA;NA;NA;NA;0,4;NA;0;NA;NA;NA
14;6;1995;NA;NA;NA;NA;NA;NA;NA;0,8;NA;NA;NA;NA;11,2;NA;50,4;NA;NA;50,4;NA;NA;1,8;NA;NA;25,3;0,5;6,5;26,7;NA;0;NA;NA;NA;NA;NA;3,7;NA;3,8;NA;NA;NA
15;6;1995;NA;NA;NA;NA;NA;NA;NA;0,4;NA;NA;NA;NA;0,5;NA;0,1;NA;NA;0,6;NA;NA;1,6;NA;NA;8,7;18,6;0,1;9,1;NA;0,1;NA;NA;NA;NA;NA;0,1;NA;11,7;NA;NA;NA
16;6;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0,1;NA;0;NA;NA;0,1;NA;NA;0,6;NA;NA;0,4;0;0;0,5;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
17;6;1995;NA;NA;NA;NA;NA;NA;NA;0,8;NA;NA;NA;NA;0;NA;0;NA;NA;0,1;NA;NA;2,9;NA;NA;13,4;21,2;0,3;0;NA;8,5;NA;NA;NA;NA;NA;0;NA;0,4;NA;NA;NA
18;6;1995;NA;NA;NA;NA;NA;NA;NA;0,8;NA;NA;NA;NA;2,3;NA;8,5;NA;NA;0,2;NA;NA;1,7;NA;NA;15,4;0,1;16,5;8,7;NA;10,2;NA;NA;NA;NA;NA;0;NA;21,8;NA;NA;NA
19;6;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0,2;NA;0,2;NA;NA;0,1;NA;NA;1,8;NA;NA;0,9;0;0;2,4;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
20;6;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0,1;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
21;6;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
22;6;1995;NA;NA;NA;NA;NA;NA;NA;4,1;NA;NA;NA;NA;0,7;NA;12,9;NA;NA;25,4;NA;NA;0,7;NA;NA;0;12,4;2,6;7;NA;10,9;NA;NA;NA;NA;NA;0,2;NA;0,3;NA;NA;NA
23;6;1995;NA;NA;NA;NA;NA;NA;NA;10,5;NA;NA;NA;NA;10,8;NA;10,9;NA;NA;16,3;NA;NA;1,9;NA;NA;9,6;16,4;5,2;4,3;NA;5,9;NA;NA;NA;NA;NA;11,1;NA;0,6;NA;NA;NA
24;6;1995;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;NA;NA;0,1;NA;0;NA;NA;0,1;NA;NA;0,1;NA;NA;4,6;9,5;0;5,4;NA;0,2;NA;NA;NA;NA;NA;0,2;NA;0,1;NA;NA;NA
25;6;1995;NA;NA;NA;NA;NA;NA;NA;0,2;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;2,7;0;0;0;NA;0;NA;NA;NA;NA;NA;0,1;NA;0;NA;NA;NA
26;6;1995;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0,1;NA;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0,1;NA;NA;NA
27;6;1995;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0,1;NA;NA;NA
28;6;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;2,5;NA;NA;0;NA;NA;0;4,8;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0,1;NA;NA;NA
29;6;1995;NA;NA;NA;NA;NA;NA;NA;0,5;NA;NA;NA;NA;0;NA;0,1;NA;NA;8,3;NA;NA;0;NA;NA;0,9;13,8;16,7;1;NA;11,6;NA;NA;NA;NA;NA;0,4;NA;0;NA;NA;NA
30;6;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0,6;NA;0,4;NA;NA;0,6;NA;NA;1,3;NA;NA;0;0;0,2;0,1;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
1;7;1995;NA;NA;NA;NA;NA;NA;NA;0,8;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
2;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
3;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0,1;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
4;7;1995;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;0,4;NA;1,7;NA;NA;0,2;NA;NA;29,4;NA;NA;9;7,8;0,4;0,7;NA;0;NA;NA;NA;NA;NA;0,4;NA;4,3;NA;NA;NA
5;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0,2;NA;0;NA;NA;0;NA;NA;0;NA;NA;0,2;0,2;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
6;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;2,7;NA;NA;1,9;NA;NA;7,9;0,1;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
7;7;1995;NA;NA;NA;NA;NA;NA;NA;0,2;NA;NA;NA;NA;0,1;NA;0;NA;NA;0,7;NA;NA;1;NA;NA;2,6;0;0,2;0,2;NA;0;NA;NA;NA;NA;NA;0,1;NA;0;NA;NA;NA
8;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
9;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0,3;NA;NA;0;NA;NA;4,6;8,8;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;3;NA;NA;NA
10;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
11;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
12;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;10,2;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
13;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0,1;NA;NA;0;NA;NA;0;NA;NA;0;0;0,5;0;NA;0,1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
14;7;1995;NA;NA;NA;NA;NA;NA;NA;0,4;NA;NA;NA;NA;0,1;NA;0;NA;NA;0,1;NA;NA;0;NA;NA;5,7;14,4;0,4;0,1;NA;0,2;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
15;7;1995;NA;NA;NA;NA;NA;NA;NA;1,4;NA;NA;NA;NA;1,3;NA;1,8;NA;NA;0;NA;NA;0;NA;NA;6;0;0;0,9;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
16;7;1995;NA;NA;NA;NA;NA;NA;NA;4;NA;NA;NA;NA;10,1;NA;2,2;NA;NA;8,1;NA;NA;0;NA;NA;0,1;7,6;5,1;3,4;NA;3,4;NA;NA;NA;NA;NA;3;NA;0,1;NA;NA;NA
17;7;1995;NA;NA;NA;NA;NA;NA;NA;3,9;NA;NA;NA;NA;7,3;NA;6,1;NA;NA;8,7;NA;NA;11,7;NA;NA;7;1,4;5,3;5,2;NA;5,4;NA;NA;NA;NA;NA;3,4;NA;5,3;NA;NA;NA
18;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0,8;NA;NA;0;NA;NA;9,8;0;0;0,1;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
19;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0,1;NA;NA;13,7;NA;NA;0;NA;NA;4,6;6,5;0;4,8;NA;1,2;NA;NA;NA;NA;NA;0;NA;6,4;NA;NA;NA
20;7;1995;NA;NA;NA;NA;NA;NA;NA;14,3;NA;NA;NA;NA;0,8;NA;2,5;NA;NA;2,9;NA;NA;1,2;NA;NA;0;11,3;0,1;10;NA;0,9;NA;NA;NA;NA;NA;0,7;NA;1,4;NA;NA;NA
21;7;1995;NA;NA;NA;NA;NA;NA;NA;2,7;NA;NA;NA;NA;0,3;NA;0,6;NA;NA;19,9;NA;NA;3,6;NA;NA;3,4;26,6;25,6;1,9;NA;2;NA;NA;NA;NA;NA;19,3;NA;4,2;NA;NA;NA
22;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;0,2;0;0,1;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
23;7;1995;NA;NA;NA;NA;NA;NA;NA;1;NA;NA;NA;NA;17,7;NA;0,2;NA;NA;1,1;NA;NA;19,3;NA;NA;23,4;5,3;7;0,4;NA;1,2;NA;NA;NA;NA;NA;15,3;NA;24,3;NA;NA;NA
24;7;1995;NA;NA;NA;NA;NA;NA;NA;0,3;NA;NA;NA;NA;0,3;NA;0,3;NA;NA;11,4;NA;NA;11,9;NA;NA;1,1;0,3;15,8;3,2;NA;0,1;NA;NA;NA;NA;NA;0,1;NA;0,7;NA;NA;NA
25;7;1995;NA;NA;NA;NA;NA;NA;NA;8,6;NA;NA;NA;NA;5,7;NA;8,9;NA;NA;12,3;NA;NA;8,9;NA;NA;1,4;20,5;14,4;7,7;NA;6,4;NA;NA;NA;NA;NA;16,3;NA;4,8;NA;NA;NA
26;7;1995;NA;NA;NA;NA;NA;NA;NA;1,5;NA;NA;NA;NA;5,3;NA;4;NA;NA;1;NA;NA;5,2;NA;NA;33,1;12,8;12,4;0;NA;5,2;NA;NA;NA;NA;NA;12;NA;13,7;NA;NA;NA
27;7;1995;NA;NA;NA;NA;NA;NA;NA;8,7;NA;NA;NA;NA;5,7;NA;6,9;NA;NA;5,5;NA;NA;11,9;NA;NA;9,9;26,4;2,4;5,9;NA;5,3;NA;NA;NA;NA;NA;4,7;NA;3,9;NA;NA;NA
28;7;1995;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;NA;NA;0,4;NA;0;NA;NA;0,1;NA;NA;0;NA;NA;0,7;0;0;0,1;NA;0,1;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
29;7;1995;NA;NA;NA;NA;NA;NA;NA;0,9;NA;NA;NA;NA;5,5;NA;1,5;NA;NA;8,7;NA;NA;3,6;NA;NA;0,1;0,3;5,6;4,7;NA;0,3;NA;NA;NA;NA;NA;0,2;NA;1;NA;NA;NA
30;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;3,5;NA;13;NA;NA;0;NA;NA;0,4;NA;NA;2,2;1,3;1,2;0,3;NA;2,7;NA;NA;NA;NA;NA;0;NA;3;NA;NA;NA
31;7;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0,1;NA;NA;0;NA;NA;0,2;NA;NA;0,1;0;1,5;0,2;NA;0,1;NA;NA;NA;NA;NA;0;NA;0,3;NA;NA;NA
1;8;1995;NA;NA;NA;NA;NA;NA;NA;16,5;NA;NA;NA;NA;1,2;NA;4,5;NA;NA;12,1;NA;NA;7,6;NA;NA;23,4;15,3;18,7;16,3;NA;4,1;NA;NA;NA;NA;NA;1,4;NA;5,2;NA;NA;NA
2;8;1995;NA;NA;NA;NA;NA;NA;NA;9,8;NA;NA;NA;NA;7;NA;3,4;NA;NA;0,5;NA;NA;8,4;NA;NA;0;40;3,3;2,9;NA;9,5;NA;NA;NA;NA;NA;8,3;NA;1,3;NA;NA;NA
3;8;1995;NA;NA;NA;NA;NA;NA;NA;0,9;NA;NA;NA;NA;1,9;NA;2;NA;NA;0;NA;NA;5,3;NA;NA;30,5;8,7;0,4;0,8;NA;1,8;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
4;8;1995;NA;NA;NA;NA;NA;NA;NA;0,1;NA;NA;NA;NA;0,8;NA;1,1;NA;NA;0;NA;NA;1,6;NA;NA;0,2;NA;0;0,6;NA;2,9;NA;NA;NA;NA;NA;0,7;NA;0;NA;NA;NA
5;8;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0,2;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;NA;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;2,4;NA;NA;NA
6;8;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0;NA;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
7;8;1995;NA;NA;NA;NA;NA;NA;NA;0;NA;NA;NA;NA;0;NA;0;NA;NA;0;NA;NA;0;NA;NA;0,5;NA;0;0;NA;0;NA;NA;NA;NA;NA;0;NA;0;NA;NA;NA
